tag,status,category,post_count,alias_candidates,raw_variants,locations
heart-shaped_eyewear,snapshot_match,0,11355,[],"[""heart-shaped_eyewear""]","[""장신구 / 얼굴 장식 / 안경 / 하트 모양 안경""]"
heart-shaped_face,not_in_snapshot,,,[],"[""Heart-shaped_face""]","[""외모 / 얼굴 / 모양 / 얼굴이 하트형이다""]"
heart-shaped_pupils,snapshot_match,0,120565,[],"[""heart-shaped_pupils""]","[""외모 / 눈 / 모양 / 하트""]"
heart_arms,snapshot_match,0,1041,[],"[""heart_arms""]","[""동작 1 / 팔 / 동작 / 팔로 하트를 그리다""]"
heart_earrings,snapshot_match,0,19206,[],"[""Heart_earrings""]","[""장신구 / 귀 장식 / 귀걸이 / 하트 귀걸이""]"
heart_hair_bun,snapshot_match,0,635,[],"[""heart_hair_bun""]","[""외모 / 머리카락 / 스타일 / 하트헤어 롤빵""]"
heart_wings,snapshot_match,0,102,[],"[""Heart_wings""]","[""체형 / 날개 / 종류 / 하트 모양 날개""]"
heat-dissipating_gloves,not_in_snapshot,,,[],"[""heat-dissipating_gloves""]","[""장신구 / 손 장식 / 장갑 / 방열 장갑""]"
heavy_arm,not_in_snapshot,,,[],"[""heavy_arm""]","[""체형 / 팔 / 모양 / 팔뚝이 두껍다"", ""체형 / 팔 / 모양 / 팔이 두껍다""]"
heavy_breathing_(panting),not_in_snapshot,,,[],"[""heavy_breathing_(panting)""]","[""동작 1 / 입 / 호흡하다 / 거칠게 숨쉬다""]"
heavy_ears,not_in_snapshot,,,[],"[""heavy_ears""]","[""외모 / 귀 / 모양 / 귀가 두껍다""]"
heavy_eyebrow,not_in_snapshot,,,[],"[""heavy_eyebrow""]","[""외모 / 눈 / 크기 / 눈썹이 두껍다""]"
heavy_eyelashes,not_in_snapshot,,,[],"[""heavy_eyelashes""]","[""외모 / 눈 / 크기 / 속눈썹이 두껍다""]"
heavy_hand,not_in_snapshot,,,[],"[""heavy_hand""]","[""체형 / 손 / 모양 / 손이 두껍다""]"
heavy_nose,not_in_snapshot,,,[],"[""heavy_nose""]","[""외모 / 코 / 길이 / 코가 두껍다""]"
heavy_stomach,not_in_snapshot,,,[],"[""heavy_stomach""]","[""체형 / 몸 / 모양 / 배가 통통하다""]"
helena_blavatsky,not_in_snapshot,,,[],"[""Helena_Blavatsky""]","[""작품 / 캐릭터 / Fate/Grand order / 엘레나 블레바츠키""]"
helena_blavatsky_(christmas),not_in_snapshot,,,[],"[""Helena_Blavatsky_(Christmas)""]","[""작품 / 캐릭터 / Fate/Grand order / 엘레나 블레바크치 산타""]"
helena_blavatsky_(swimsuit_archer),not_in_snapshot,,,[],"[""Helena_Blavatsky_(Swimsuit_Archer)""]","[""작품 / 캐릭터 / Fate/Grand order / 엘레나 블레바츠키 수영복""]"
hellsing,snapshot_match,3,2061,[],"[""Hellsing""]","[""작품 / 작품 / 목록 / 헬싱""]"
henrietta,not_in_snapshot,,,[],"[""Henrietta""]","[""작품 / 캐릭터 / 제로의 사역마 / 헨리에타""]"
hephaestion,not_in_snapshot,,,[],"[""Hephaestion""]","[""작품 / 캐릭터 / Fate/Grand order / 헤파이스티온""]"
hephaestus(dunmachi),not_in_snapshot,,,[],"[""Hephaestus(DunMachi)""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 헤파이스토스""]"
hestia(dunmachi),not_in_snapshot,,,[],"[""Hestia(DunMachi)""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 헤스티아""]"
heterochromia,snapshot_match,0,173575,[],"[""heterochromia""]","[""외모 / 눈 / 색깔 / 이색""]"
hev_suit,snapshot_match,0,130,[],"[""hev_suit""]","[""의상 / 의상 / 제복 / 보호복""]"
hexagonal_face,not_in_snapshot,,,[],"[""hexagonal_face""]","[""외모 / 얼굴 / 모양 / 얼굴이 육각형이다""]"
hiding,snapshot_match,0,5918,[],"[""hiding""]","[""행동 / 동명사 / 동명사 ㅅ / 무엇을 숨기다""]"
high-end_nose,not_in_snapshot,,,[],"[""high-end_nose""]","[""외모 / 코 / 모양 / 코가 끝만 높다""]"
high-low_dress,snapshot_match,0,2541,[],"[""high-low_dress""]","[""의상 / 의상 / 드레스 / 매우 짧은 드레스""]"
high-low_skirt,snapshot_match,0,954,[],"[""high-low_skirt""]","[""의상 / 하의 / 치마 / 매우 좁은 치마""]"
high-waist_sideboob,not_in_snapshot,,,[],"[""high-waist_sideboob""]","[""의상 / 의상 / 특징 / 옷의 옆구리 위쪽을 노출하다""]"
high-waist_skirt,snapshot_match,0,54970,[],"[""high-waist_skirt""]","[""의상 / 하의 / 치마 / 매우 넓은 치마""]"
high_elf,not_in_snapshot,,,[],"[""High_Elf""]","[""인물 / 종족 / 판타지 / 하이 엘프""]"
high_elf_archer(goblin_slayer),not_in_snapshot,,,[],"[""High_Elf_Archer(Goblin_Slayer)""]","[""작품 / 캐릭터 / 고블린 슬레이어 / 엘프 궁수""]"
high_five,snapshot_match,0,1155,[],"[""high_five""]","[""동작 1 / 손 / 동작 / 손으로 하이파이브""]"
high_heel_boots,snapshot_match,0,58295,[],"[""high_heel_boots""]","[""의상 / 신발 / 부츠 / 하이힐 부츠""]"
high_heels,snapshot_match,0,291423,[],"[""high_heels""]","[""의상 / 신발 / 구두 / 하이힐""]"
high_legs,not_in_snapshot,,,[],"[""High_Legs""]","[""의상 / 속옷 / 양말 / 하이레그""]"
high_ponytail,snapshot_match,0,127452,[],"[""high_ponytail""]","[""외모 / 머리카락 / 스타일 / 높은 포니테일""]"
high_quality,not_in_snapshot,,,[],"[""high_quality""]","[""기본 / 품질 / 해상도 / 고화질""]"
high_quality_anime,not_in_snapshot,,,[],"[""high_quality_anime""]","[""기본 / 품질 / 해상도 / 고화질""]"
high_resolution,alias_candidate_unverified,,,"[""highres""]","[""high_resolution""]","[""기본 / 품질 / 해상도 / 높은 해상도""]"
high_tops,snapshot_match,0,1962,[],"[""high_tops""]","[""의상 / 신발 / 신발 / 하이탑""]"
highleg_dress,snapshot_match,0,592,[],"[""highleg_dress""]","[""의상 / 의상 / 드레스 / 매우 긴 드레스""]"
highleg_panties,snapshot_match,0,28761,[],"[""highleg_panties""]","[""의상 / 속옷 / 팬티 / 짧고 긴 팬티""]"
highres,snapshot_match,5,8148924,[],"[""highres""]","[""기본 / 품질 / 해상도 / 높은 해상도""]"
highschool_of_the_dead,snapshot_match,3,1122,[],"[""Highschool_of_the_Dead""]","[""작품 / 작품 / 목록 / 하이스쿨 오브 더 데드""]"
highway,snapshot_match,0,629,[],"[""highway""]","[""기본 / 장소 / 이동 / 고속도로""]"
hill,snapshot_match,0,5794,[],"[""hill""]","[""기본 / 장소 / 자연 / 언덕""]"
himiko,not_in_snapshot,,,[],"[""Himiko""]","[""작품 / 캐릭터 / Fate/Grand order / 히메코""]"
hinata_sakaguchi,not_in_snapshot,,,[],"[""Hinata_Sakaguchi""]","[""작품 / 캐릭터 / 전생했더니 슬라임이었던 건에 대하여 / 사카구치 히나타""]"
hip_focus,snapshot_match,0,16238,[],"[""hip_focus""]","[""기본 / 초점 / 집중 / 엉덩이에 집중한다""]"
hip_vent,snapshot_match,0,20211,[],"[""hip_vent""]","[""의상 / 의상 / 특징 / 옷의 골반을 노출하다""]"
hitachi_magic_wand,snapshot_match,0,4858,[],"[""hitachi_magic_wand""]","[""!섹스 / 도구 / 자위 / 전기 음핵 바이브레이터""]"
hitting,snapshot_match,0,2461,[],"[""hitting""]","[""행동 / 동사 / 동사 ㄷ / 누구를 때리다""]"
hiyoko_saionji,not_in_snapshot,,,[],"[""Hiyoko_Saionji""]","[""작품 / 캐릭터 / 단간론파 / 사이욘지 이요코""]"
hobble_dress,snapshot_match,0,293,[],"[""hobble_dress""]","[""의상 / 의상 / 드레스 / 발목까지 내려오는 드레스""]"
hockey_mask,snapshot_match,0,814,[],"[""hockey_mask""]","[""장신구 / 얼굴 장식 / 가면 / 하키 가면""]"
hogtie,snapshot_match,0,1461,[],"[""hogtie""]","[""동작 1 / 몸 / 묶다 / 팔과 다리를 뒤로 묶다""]"
hokaze_junko,snapshot_match,4,148,[],"[""Hokaze_Junko""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 호카제 준코""]"
holding,snapshot_match,0,2203611,[],"[""holding""]","[""행동 / 동명사 / 동명사 ㄷ / 무엇을 들다""]"
holding_another's_wrist,snapshot_match,0,19643,[],"[""holding_another's_wrist""]","[""동작 1 / 팔 / 잡는다 / 강제로 손목을 잡다""]"
holding_bra,snapshot_match,0,1509,[],"[""holding_bra""]","[""동작 2 / 브래지어 / 행동 / 브래지어를 들다""]"
holding_condom,snapshot_match,0,5930,[],"[""holding_condom""]","[""!섹스 / 섹스 / 콘돔 / 콘돔을 들다""]"
holding_ears,snapshot_match,0,343,[],"[""holding_ears""]","[""동작 1 / 귀 / 동작 / 귀를 잡는다""]"
holding_eyewear,alias_candidate_unverified,,,"[""holding_removed_eyewear""]","[""holding_eyewear""]","[""동작 2 / 안경 / 행동 / 안경을 잡다""]"
holding_hands,snapshot_match,0,146205,[],"[""holding_hands""]","[""동작 1 / 몸 / 마주하다 / 손을 잡는다"", ""동작 1 / 손 / 올리다 / 손을 손에 올리다""]"
holding_hat,alias_candidate_unverified,,,"[""holding_unworn_hat""]","[""holding_hat""]","[""동작 2 / 모자 / 행동 / 모자를 들다""]"
holding_legwear,snapshot_match,0,294,[],"[""holding_legwear""]","[""동작 2 / 양말 / 행동 / 양말을 들다""]"
holding_mask,snapshot_match,0,10173,[],"[""holding_mask""]","[""동작 2 / 마스크 / 행동 / 마스크를 들다""]"
holding_panties,snapshot_match,0,4819,[],"[""holding_panties""]","[""동작 2 / 팬티 / 행동 / 팬티를 들다""]"
holly_joestar,not_in_snapshot,,,[],"[""Holly_Joestar""]","[""작품 / 캐릭터 / 죠죠의 기묘한 모험 / 홀리 죠스타""]"
hong_kong,snapshot_match,0,160,[],"[""Hong_Kong""]","[""기본 / 장소 / 국가 / 홍콩""]"
hong_kong_people,not_in_snapshot,,,[],"[""Hong_Kong_people""]","[""인물 / 인종 / 국가 / 홍콩인""]"
hood_down,snapshot_match,0,144992,[],"[""hood_down""]","[""동작 2 / 상의 / 행동 / 후드를 아래로 내리다""]"
hoodie,snapshot_match,0,198759,[],"[""hoodie""]","[""의상 / 상의 / 후드 / 후드""]"
hopping,snapshot_match,0,309,[],"[""hopping""]","[""행동 / 동사 / 동사 ㅈ / 누군가 약하게 점프하다""]"
horned_helmet,snapshot_match,0,6720,[],"[""horned_helmet""]","[""장신구 / 머리 장식 / 헬멧 / 뿔 달린 헬맷""]"
horse,snapshot_match,0,15095,[],"[""horse""]","[""인물 / 종족 / 동물 / 말""]"
horse_costume,snapshot_match,0,168,[],"[""horse_costume""]","[""의상 / 의상 / 코스튬 / 말 코스튬""]"
horse_dildo,snapshot_match,0,554,[],"[""horse_dildo""]","[""!섹스 / 도구 / 자위 / 말 모양 딜도""]"
horse_ears,snapshot_match,0,235536,[],"[""horse_ears""]","[""외모 / 귀 / 모양 / 말 귀""]"
horse_furry,not_in_snapshot,,,[],"[""horse_furry""]","[""인물 / 종족 / 퍼리 / 말 수인""]"
horse_human,not_in_snapshot,,,[],"[""horse_human""]","[""인물 / 종족 / 수인 / 말 인간""]"
horse_penis,snapshot_match,0,4480,[],"[""horse_penis""]","[""!섹스 / 자지 / 특징 / 자지가 말 모양이다""]"
horse_tail,snapshot_match,0,136175,[],"[""horse_tail""]","[""체형 / 꼬리 / 종류 / 말 꼬리""]"
hospital,snapshot_match,0,1703,[],"[""hospital""]","[""기본 / 장소 / 시설 / 병원""]"
hotel,snapshot_match,0,357,[],"[""hotel""]","[""기본 / 장소 / 시설 / 호텔""]"
hotel_room,snapshot_match,0,815,[],"[""hotel_room""]","[""기본 / 장소 / 시설 / 호텔방""]"
houki_shinonono,not_in_snapshot,,,[],"[""Houki_Shinonono""]","[""작품 / 캐릭터 / 인피니트 스트라토스 / 시노노노 호우키""]"
house,snapshot_match,0,16498,[],"[""house""]","[""기본 / 장소 / 가정 / 집""]"
house_maid,not_in_snapshot,,,[],"[""House_Maid""]","[""인물 / 직업 / 메이드 / 하우스 메이드""]"
house_maid_costume,not_in_snapshot,,,[],"[""House_maid_costume""]","[""의상 / 의상 / 코스튬 / 하우스 메이드복""]"
housekeeper,not_in_snapshot,,,[],"[""Housekeeper""]","[""인물 / 직업 / 메이드 / 하우스키퍼""]"
housekeeper_costume,not_in_snapshot,,,[],"[""Housekeeper_costume""]","[""의상 / 의상 / 코스튬 / 하우스키퍼""]"
hug,snapshot_match,0,174478,[],"[""hug""]","[""동작 1 / 몸 / 껴안다 / 껴안다""]"
hug_from_behind,snapshot_match,0,38837,[],"[""hug_from_behind""]","[""동작 1 / 몸 / 껴안다 / 뒤에서 껴안다""]"
huge_ass,snapshot_match,0,36872,[],"[""huge_ass""]","[""체형 / 몸 / 모양 / 엉덩이가 매우 크다""]"
huge_breasts,snapshot_match,0,327636,[],"[""huge_breasts""]","[""체형 / 가슴 / 모양 / 가슴이 매우 크다""]"
huge_clitoris,snapshot_match,0,204,[],"[""huge_clitoris""]","[""!섹스 / 보지 / 모양 / 음핵이 크다""]"
huge_dildo,snapshot_match,0,1530,[],"[""huge_dildo""]","[""!섹스 / 도구 / 자위 / 큰 딜도""]"
huge_face,not_in_snapshot,,,[],"[""huge_face""]","[""외모 / 얼굴 / 모양 / 얼굴이 매우 크다""]"
huge_penis,snapshot_match,0,17025,[],"[""huge_penis""]","[""!섹스 / 자지 / 모양 / 자지가 매우 크다""]"
huge_pussy,not_in_snapshot,,,[],"[""huge_pussy""]","[""!섹스 / 보지 / 모양 / 보지가 매우 넓다""]"
huge_testicles,snapshot_match,0,3024,[],"[""huge_testicles""]","[""!섹스 / 자지 / 모양 / 고환이 매우 크다""]"
hugfrombehind,not_in_snapshot,,,[],"[""hugfrombehind""]","[""행동 / 동사 / 동사 ㄷ / 누구를 뒤에서 껴안다""]"
hugging,alias_candidate_unverified,,,"[""hug""]","[""Hugging""]","[""동작 1 / 몸 / 껴안다 / 껴안다""]"
hugging_doable_by_one_or_more_characters,not_in_snapshot,,,[],"[""Hugging_doable_by_one_or_more_characters""]","[""동작 1 / 몸 / 껴안다 / 1명 이상을 껴안다""]"
hugging_own_legs,snapshot_match,0,19683,[],"[""hugging_own_legs""]","[""동작 1 / 다리 / 자세 / 다리를 껴안다"", ""동작 1 / 몸 / 껴안다 / 다리를 껴안다""]"
humiliation,snapshot_match,0,6231,[],"[""humiliation""]","[""!섹스 / 섹스 / 설정 / 굴욕을 당하다""]"
humping,snapshot_match,0,1858,[],"[""humping""]","[""!섹스 / 섹스 / 자지 / 자지를 옷을 입고 비비다""]"
hunter_x_hunter,snapshot_match,3,8463,[],"[""Hunter_x_Hunter""]","[""작품 / 작품 / 목록 / 헌터x헌터""]"
huntress,not_in_snapshot,,,[],"[""Huntress""]","[""작품 / 캐릭터 / DC 코믹스 / 헌트리스""]"
hut,snapshot_match,0,349,[],"[""hut""]","[""기본 / 장소 / 가정 / 오두막""]"
hyottoko_mask,snapshot_match,0,359,[],"[""hyottoko_mask""]","[""장신구 / 얼굴 장식 / 가면 / 효토코 가면""]"
hyper_detail,not_in_snapshot,,,[],"[""hyper_detail""]","[""기본 / 품질 / 디테일 / 높은 디테일""]"
hänsel_and_gretel(black_lagoon),not_in_snapshot,,,[],"[""Hänsel_and_Gretel(Black_Lagoon)""]","[""작품 / 캐릭터 / 블랙 라군 / 헨젤과 그레텔""]"
ibaraki_dōji,not_in_snapshot,,,[],"[""Ibaraki_Dōji""]","[""작품 / 캐릭터 / Fate/Grand order / 이바라키도지""]"
ibaraki_dōji_(lancer),not_in_snapshot,,,[],"[""Ibaraki_Dōji_(Lancer)""]","[""작품 / 캐릭터 / Fate/Grand order / 이바라키도지 수영복""]"
ibuki_dōji,not_in_snapshot,,,[],"[""Ibuki_Dōji""]","[""작품 / 캐릭터 / Fate/Grand order / 이부키도지""]"
ibuki_dōji_(swimsuit_berserker),not_in_snapshot,,,[],"[""Ibuki_Dōji_(Swimsuit_Berserker)""]","[""작품 / 캐릭터 / Fate/Grand order / 이부키도지 수영복""]"
ibuki_mioda,not_in_snapshot,,,[],"[""Ibuki_Mioda""]","[""작품 / 캐릭터 / 단간론파 / 미오다 이부키""]"
ice_gloves,not_in_snapshot,,,[],"[""ice_gloves""]","[""장신구 / 손 장식 / 장갑 / 빙상용 장갑""]"
ice_wings,snapshot_match,0,18283,[],"[""Ice_wings""]","[""체형 / 날개 / 종류 / 얼음 날개""]"
iceland,not_in_snapshot,,,[],"[""Iceland""]","[""기본 / 장소 / 국가 / 아이슬란드""]"
icelanders,not_in_snapshot,,,[],"[""Icelanders""]","[""인물 / 인종 / 국가 / 아이슬란드인""]"
ichigo,not_in_snapshot,,,[],"[""Ichigo""]","[""작품 / 캐릭터 / 달링 인 더 프랑키스 / 이치고""]"
idea_face,not_in_snapshot,,,[],"[""idea_face""]","[""동작 1 / 얼굴 / 표정 / 생각한 표정""]"
idol,snapshot_match,0,19463,[],"[""idol""]","[""인물 / 직업 / 예술 / 아이돌""]"
ikumi_mito,not_in_snapshot,,,[],"[""Ikumi_Mito""]","[""작품 / 캐릭터 / 식극의 소마 / 미토 이쿠미 ""]"
ikumi_unagiya,not_in_snapshot,,,[],"[""Ikumi_Unagiya""]","[""작품 / 캐릭터 / 블리치 / 우나기야 이쿠미""]"
illustration,not_in_snapshot,,,[],"[""Illustration""]","[""기본 / 작화 / 스타일 / 삽화""]"
illyasviel_von_einzbern_(fate/stay_night),not_in_snapshot,,,[],"[""Illyasviel_von_Einzbern_(Fate/stay_night)""]","[""작품 / 캐릭터 / Fate/stay night / 이리야스필 폰 아인츠베른 ""]"
ilulu,alias_candidate_unverified,,,"[""ilulu_(maidragon)""]","[""Ilulu""]","[""작품 / 캐릭터 / 코바야시네 메이드래곤 / 이루루 ""]"
imagining,snapshot_match,0,8273,[],"[""imagining""]","[""행동 / 동명사 / 동명사 ㅅ / 무엇을 상상하다""]"
imai_nobume,snapshot_match,4,86,[],"[""Imai_Nobume""]","[""작품 / 캐릭터 / 은혼 / 이마이 노부메""]"
imitating,snapshot_match,0,874,[],"[""imitating""]","[""행동 / 동사 / 동사 ㄷ / 누구를 따라하다""]"
imminent_anal,snapshot_match,0,2431,[],"[""imminent_anal""]","[""!섹스 / 섹스 / 자지 / 자지를 항문에 삽입하려 한다""]"
imminent_bukkake,snapshot_match,0,58,[],"[""imminent_bukkake""]","[""!섹스 / 섹스 / 사정 / 정액을 뿌리려 한다""]"
imminent_penetration,snapshot_match,0,21738,[],"[""imminent_penetration""]","[""!섹스 / 섹스 / 자지 / 자지를 삽입하려 한다""]"
imminent_rape,snapshot_match,0,8376,[],"[""imminent_rape""]","[""!섹스 / 섹스 / 자지 / 자지로 삽입해 강간하려 한다""]"
imminent_vaginal,snapshot_match,0,8298,[],"[""imminent_vaginal""]","[""!섹스 / 섹스 / 보지 / 보지에 자지를 넣으려 한다"", ""!섹스 / 섹스 / 자지 / 자지를 보지에 삽입하려 한다""]"
implied_after_fellatio,snapshot_match,0,323,[],"[""implied_after_fellatio""]","[""!섹스 / 섹스 / 펠라치오 / 펠라치오를 끝낸 것 같다""]"
implied_after_masturbation,snapshot_match,0,175,[],"[""implied_after_masturbation""]","[""!섹스 / 섹스 / 자위 / 자위를 끝낸 것 같다""]"
implied_after_sex,snapshot_match,0,1679,[],"[""implied_after_sex""]","[""!섹스 / 섹스 / 상황 / 여자가 섹스를 한 것 같다""]"
implied_cunnilingus,snapshot_match,0,1140,[],"[""implied_cunnilingus""]","[""!섹스 / 섹스 / 오랄 / 입으로 몰래 보지를 빨다"", ""!섹스 / 섹스 / 오랄 / 입으로 보지를 빠는 것 같다""]"
implied_fellatio,snapshot_match,0,1961,[],"[""implied_fellatio""]","[""!섹스 / 섹스 / 펠라치오 / 몰래 펠라치오한다"", ""!섹스 / 섹스 / 펠라치오 / 펠라치오를 하는 것 같다""]"
implied_fingering,snapshot_match,0,1878,[],"[""implied_fingering""]","[""!섹스 / 섹스 / 애무 / 손가락을 숨겨서 보지에 넣다""]"
implied_footjob,snapshot_match,0,148,[],"[""implied_footjob""]","[""!섹스 / 섹스 / 풋잡 / 발로 몰래 자지를 훑는다""]"
implied_masturbation,snapshot_match,0,1385,[],"[""implied_masturbation""]","[""!섹스 / 섹스 / 자위 / 자위를 하는 것 같다""]"
impossible_dress,snapshot_match,0,4161,[],"[""impossible_dress""]","[""의상 / 의상 / 드레스 / 피부가 꽉 조이는 드레스""]"
impossible_swimsuit,snapshot_match,0,3065,[],"[""impossible_swimsuit""]","[""의상 / 의상 / 수영복 / 몸에 밀착한 수영복""]"
impressionism,snapshot_match,0,497,[],"[""impressionism""]","[""기본 / 테마 / 미술 / 인상주의""]"
inc,not_in_snapshot,,,[],"[""inc""]","[""작품 / 작품 / 제작 / feel.""]"
inc.,not_in_snapshot,,,[],"[""Inc."", ""Inc.\r"", ""inc.""]","[""작품 / 작품 / 제작 / Production I.G"", ""작품 / 작품 / 제작 / SILVER LINK"", ""작품 / 작품 / 제작 / WIT STUDIO"", ""작품 / 작품 / 제작 / XEBEC"", ""작품 / 작품 / 제작 / 동화공방"", ""작품 / 작품 / 제작 / 라이덴 필름""]"
incest,snapshot_match,0,22158,[],"[""incest""]","[""!섹스 / 섹스 / 성향 / 가족끼리 섹스하다""]"
incoming_punch,alias_candidate_unverified,,,"[""punching_viewer""]","[""incoming_punch""]","[""동작 1 / 손 / 때리다 / 주먹으로 때리려한다""]"
inconvenient_breasts,snapshot_match,0,1064,[],"[""inconvenient_breasts""]","[""동작 1 / 가슴 / 동작 / 가슴을 불편해한다""]"
index_finger_raised(formerly_fgsfds),not_in_snapshot,,,[],"[""index_finger_raised(formerly_fgsfds)""]","[""동작 1 / 손가락 / 동작 / 검지 손가락 올리다""]"
index_librorum_prohibitorum,not_in_snapshot,,,[],"[""Index_Librorum_Prohibitorum""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 인덱스""]"
indian_mythology,not_in_snapshot,,,[],"[""Indian_mythology""]","[""기본 / 테마 / 신화 / 인도 신화""]"
indicus,not_in_snapshot,,,[],"[""Indicus""]","[""작품 / 캐릭터 / 로그 호라이즌 / 인틱스""]"
industrial_piercing,snapshot_match,0,4427,[],"[""Industrial_piercing""]","[""장신구 / 기타 / 피어싱 / 위쪽 귀 두 개 피어싱""]"
infirmary,snapshot_match,0,1755,[],"[""infirmary""]","[""기본 / 장소 / 시설 / 병실""]"
ink,snapshot_match,0,3532,[],"[""ink""]","[""기본 / 테마 / 도구 / 잉크""]"
ino_yamanaka,not_in_snapshot,,,[],"[""Ino_Yamanaka""]","[""작품 / 캐릭터 / 나루토 / 야마나카 이노""]"
insect_wings,snapshot_match,0,14752,[],"[""insect_wings""]","[""체형 / 날개 / 종류 / 곤충 날개""]"
inside_kiss,not_in_snapshot,,,[],"[""Inside_Kiss""]","[""동작 1 / 입 / 키스하다 / 혀를 받아들여 키스한다""]"
interlocked_fingers,snapshot_match,0,68666,[],"[""interlocked_fingers""]","[""동작 1 / 손 / 동작 / 손을 맞물리다""]"
internal_cumshot,snapshot_match,0,12545,[],"[""internal_cumshot""]","[""!섹스 / 섹스 / 사정 / 정액을 자궁에 사정한다""]"
intimidation,not_in_snapshot,,,[],"[""intimidation""]","[""!섹스 / 섹스 / 설정 / 협박하다""]"
intricate_details,not_in_snapshot,,,[],"[""intricate_details""]","[""기본 / 품질 / 디테일 / 복잡한 디테일""]"
inuyasha,snapshot_match,3,3200,[],"[""InuYasha""]","[""작품 / 작품 / 목록 / 이누야샤""]"
inverted_triangle_of_faces,not_in_snapshot,,,[],"[""inverted_triangle_of_faces""]","[""외모 / 얼굴 / 모양 / 얼굴이 역삼각형이다""]"
invisible_penis,snapshot_match,0,2615,[],"[""invisible_penis""]","[""!섹스 / 자지 / 특징 / 자지가 투명하다""]"
invisible_woman,not_in_snapshot,,,[],"[""Invisible_Woman""]","[""작품 / 캐릭터 / 마블 코믹스 / 인비저블 우먼""]"
inward_v,snapshot_match,0,1057,[],"[""inward_v""]","[""동작 1 / 손가락 / 동작 / V 사인을 뒤집어 한다""]"
ireland,not_in_snapshot,,,[],"[""Ireland""]","[""기본 / 장소 / 국가 / 아일랜드""]"
irene_belserion,snapshot_match,4,68,[],"[""Irene_Belserion""]","[""작품 / 캐릭터 / 페어리테일 / 아이린 베르세리온""]"
irina_shidou,not_in_snapshot,,,[],"[""Irina_Shidou""]","[""작품 / 캐릭터 / 하이스쿨 dxd / 시도우 이리나""]"
irishman,not_in_snapshot,,,[],"[""Irishman""]","[""인물 / 인종 / 국가 / 아일랜드인""]"
irritating_face,not_in_snapshot,,,[],"[""irritating_face""]","[""동작 1 / 얼굴 / 표정 / 짜증난 표정""]"
irrumatio,snapshot_match,0,8093,[],"[""irrumatio""]","[""!섹스 / 섹스 / 펠라치오 / 이라마치오한다""]"
is:_infinite_stratos,not_in_snapshot,,,[],"[""IS:_Infinite_Stratos""]","[""작품 / 작품 / 목록 / 인피니트 스트라토스""]"
isane_kotetsu,not_in_snapshot,,,[],"[""Isane_Kotetsu""]","[""작품 / 캐릭터 / 블리치 / 코테츠 이사네""]"
ishtar,not_in_snapshot,,,[],"[""Ishtar""]","[""작품 / 캐릭터 / Fate/Grand order / 이슈타르""]"
ishtar(dunmachi),not_in_snapshot,,,[],"[""Ishtar(DunMachi)""]","[""작품 / 캐릭터 / 던전에서 만남을 추구하면 안 되는 걸까? / 이슈타르""]"
ishtar_(swimsuit_rider),not_in_snapshot,,,[],"[""Ishtar_(Swimsuit_Rider)""]","[""작품 / 캐릭터 / Fate/Grand order / 이슈타르 수영복""]"
island,snapshot_match,0,2262,[],"[""island""]","[""기본 / 장소 / 자연 / 섬""]"
italians,not_in_snapshot,,,[],"[""Italians""]","[""인물 / 인종 / 국가 / 이탈리아인""]"
italy,snapshot_match,0,585,[],"[""Italy""]","[""기본 / 장소 / 국가 / 이탈리아""]"
itori,not_in_snapshot,,,[],"[""Itori""]","[""작품 / 캐릭터 / 도쿄 구울 / 이토리""]"
itsuka_kendo,not_in_snapshot,,,[],"[""Itsuka_Kendo""]","[""작품 / 캐릭터 / 나의 히어로 아카데미아 / 켄도 이츠카""]"
itsuwa,snapshot_match,4,249,[],"[""Itsuwa""]","[""작품 / 캐릭터 / 어떤 마술과학의 시리즈 / 이츠와""]"
iyo,not_in_snapshot,,,[],"[""Iyo""]","[""작품 / 캐릭터 / Fate/Grand order / 이요""]"
izumi_curtis,snapshot_match,4,61,[],"[""Izumi_Curtis""]","[""작품 / 캐릭터 / 강철의 연금술사 / 이즈미 카터스""]"
izumo_kamiki,not_in_snapshot,,,[],"[""Izumo_Kamiki""]","[""작품 / 캐릭터 / 청의 엑소시스트 / 이즈모 카마키""]"
izumo_no_okuni,not_in_snapshot,,,[],"[""Izumo_no_Okuni""]","[""작품 / 캐릭터 / Fate/Grand order / 이즈모의 오쿠니""]"
jabot,alias_candidate_unverified,,,"[""ascot""]","[""Jabot""]","[""장신구 / 목 장식 / 넥타이 / 자벳""]"
jack_the_ripper,not_in_snapshot,,,[],"[""Jack_the_Ripper""]","[""작품 / 캐릭터 / Fate/Grand order / 잭 더 리퍼""]"
jacket,snapshot_match,0,1492934,[],"[""jacket""]","[""의상 / 상의 / 재킷 / 재킷""]"
jacques_de_molay,not_in_snapshot,,,[],"[""Jacques_de_Molay""]","[""작품 / 캐릭터 / Fate/Grand order / 자크 데 몰레""]"
jaguar_man,not_in_snapshot,,,[],"[""Jaguar_Man""]","[""작품 / 캐릭터 / Fate/Grand order / 재규어맨""]"
